,game,model,experiment,episode,metric,value
4985,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,2_similar_grid_2,episode_0,Success,1.0
4986,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,2_similar_grid_2,episode_0,Lose,0.0
4987,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,2_similar_grid_2,episode_0,Main Score,100.0
4988,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,2_similar_grid_2,episode_0,Player Score,100.0
4989,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,2_similar_grid_2,episode_0,Unique questions A,2.0
4990,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,2_similar_grid_2,episode_0,Unique questions B,3.0
4991,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,2_similar_grid_2,episode_0,Text-token-ratio,14.765100671140939
4992,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_4,Violated Request Count,0.0
4993,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_4,Parsed Request Count,16.0
4994,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_4,Request Count,16.0
4995,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_4,Aborted,0.0
4996,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_4,Success,1.0
4997,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_4,Lose,0.0
4998,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_4,Main Score,100.0
4999,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_4,Player Score,100.0
5000,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_4,Unique questions A,3.0
5001,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_4,Unique questions B,3.0
5002,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_4,Text-token-ratio,23.46938775510204
5003,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_3,Violated Request Count,0.0
5004,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_3,Parsed Request Count,16.0
5005,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_3,Request Count,16.0
5006,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_3,Aborted,0.0
5007,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_3,Success,1.0
5008,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_3,Lose,0.0
5009,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_3,Main Score,100.0
5010,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_3,Player Score,100.0
5011,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_3,Unique questions A,3.0
5012,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_3,Unique questions B,3.0
5013,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_3,Text-token-ratio,25.547445255474454
5014,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_8,Violated Request Count,0.0
5015,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_8,Parsed Request Count,16.0
5016,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_8,Request Count,16.0
5017,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_8,Aborted,0.0
5018,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_8,Success,1.0
5019,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_8,Lose,0.0
5020,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_8,Main Score,100.0
5021,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_8,Player Score,100.0
5022,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_8,Unique questions A,3.0
5023,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_8,Unique questions B,3.0
5024,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_8,Text-token-ratio,24.299065420560748
5025,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_2,Violated Request Count,0.0
5026,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_2,Parsed Request Count,16.0
5027,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_2,Request Count,16.0
5028,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_2,Aborted,0.0
5029,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_2,Success,1.0
5030,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_2,Lose,0.0
5031,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_2,Main Score,100.0
5032,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_2,Player Score,100.0
5033,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_2,Unique questions A,3.0
5034,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_2,Unique questions B,3.0
5035,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_2,Text-token-ratio,27.272727272727273
5036,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_5,Violated Request Count,0.0
5037,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_5,Parsed Request Count,16.0
5038,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_5,Request Count,16.0
5039,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_5,Aborted,0.0
5040,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_5,Success,1.0
5041,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_5,Lose,0.0
5042,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_5,Main Score,100.0
5043,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_5,Player Score,100.0
5044,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_5,Unique questions A,3.0
5045,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_5,Unique questions B,3.0
5046,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_5,Text-token-ratio,26.53061224489796
5047,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_9,Violated Request Count,0.0
5048,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_9,Parsed Request Count,16.0
5049,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_9,Request Count,16.0
5050,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_9,Aborted,0.0
5051,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_9,Success,1.0
5052,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_9,Lose,0.0
5053,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_9,Main Score,100.0
5054,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_9,Player Score,100.0
5055,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_9,Unique questions A,2.0
5056,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_9,Unique questions B,3.0
5057,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_9,Text-token-ratio,28.42105263157895
5058,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_7,Violated Request Count,0.0
5059,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_7,Parsed Request Count,16.0
5060,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_7,Request Count,16.0
5061,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_7,Aborted,0.0
5062,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_7,Success,1.0
5063,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_7,Lose,0.0
5064,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_7,Main Score,100.0
5065,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_7,Player Score,100.0
5066,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_7,Unique questions A,3.0
5067,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_7,Unique questions B,3.0
5068,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_7,Text-token-ratio,47.57281553398058
5069,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_1,Violated Request Count,0.0
5070,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_1,Parsed Request Count,16.0
5071,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_1,Request Count,16.0
5072,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_1,Aborted,0.0
5073,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_1,Success,1.0
5074,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_1,Lose,0.0
5075,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_1,Main Score,100.0
5076,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_1,Player Score,100.0
5077,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_1,Unique questions A,3.0
5078,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_1,Unique questions B,3.0
5079,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_1,Text-token-ratio,26.956521739130434
5080,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_6,Violated Request Count,0.0
5081,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_6,Parsed Request Count,16.0
5082,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_6,Request Count,16.0
5083,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_6,Aborted,0.0
5084,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_6,Success,1.0
5085,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_6,Lose,0.0
5086,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_6,Main Score,100.0
5087,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_6,Player Score,100.0
5088,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_6,Unique questions A,3.0
5089,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_6,Unique questions B,3.0
5090,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_6,Text-token-ratio,19.879518072289155
5091,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_0,Violated Request Count,0.0
5092,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_0,Parsed Request Count,16.0
5093,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_0,Request Count,16.0
5094,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_0,Aborted,0.0
5095,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_0,Success,1.0
5096,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_0,Lose,0.0
5097,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_0,Main Score,100.0
5098,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_0,Player Score,100.0
5099,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_0,Unique questions A,3.0
5100,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_0,Unique questions B,3.0
5101,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,0_same_grid,episode_0,Text-token-ratio,23.711340206185568
5102,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_4,Violated Request Count,0.0
5103,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_4,Parsed Request Count,16.0
5104,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_4,Request Count,16.0
5105,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_4,Aborted,0.0
5106,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_4,Success,1.0
5107,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_4,Lose,0.0
5108,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_4,Main Score,100.0
5109,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_4,Player Score,100.0
5110,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_4,Unique questions A,3.0
5111,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_4,Unique questions B,3.0
5112,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_4,Text-token-ratio,21.52777777777778
5113,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_3,Violated Request Count,0.0
5114,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_3,Parsed Request Count,16.0
5115,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_3,Request Count,16.0
5116,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_3,Aborted,0.0
5117,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_3,Success,0.0
5118,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_3,Lose,1.0
5119,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_3,Main Score,0.0
5120,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_3,Player Score,50.0
5121,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_3,Unique questions A,3.0
5122,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_3,Unique questions B,2.0
5123,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_3,Text-token-ratio,18.64406779661017
5124,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_8,Violated Request Count,0.0
5125,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_8,Parsed Request Count,16.0
5126,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_8,Request Count,16.0
5127,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_8,Aborted,0.0
5128,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_8,Success,1.0
5129,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_8,Lose,0.0
5130,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_8,Main Score,100.0
5131,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_8,Player Score,100.0
5132,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_8,Unique questions A,3.0
5133,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_8,Unique questions B,3.0
5134,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_8,Text-token-ratio,21.96969696969697
5135,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_2,Violated Request Count,0.0
5136,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_2,Parsed Request Count,16.0
5137,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_2,Request Count,16.0
5138,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_2,Aborted,0.0
5139,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_2,Success,0.0
5140,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_2,Lose,1.0
5141,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_2,Main Score,0.0
5142,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_2,Player Score,0.0
5143,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_2,Unique questions A,3.0
5144,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_2,Unique questions B,3.0
5145,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_2,Text-token-ratio,24.0
5146,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_5,Violated Request Count,0.0
5147,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_5,Parsed Request Count,16.0
5148,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_5,Request Count,16.0
5149,matchit_ascii,llama3.1-sft-e1-_E1_DM001-t0.0--llama3.1-sft-e1-_E1_DM001-t0.0,1_similar_grid_1,episode_5,Aborted,0.0
