,game,model,experiment,episode,metric,value
1535,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_18,Main Score,0.0
1536,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_18,Repetition-Guesser,0.0
1537,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_18,Repetition-Describer,0.0
1538,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_9,Violated Request Count,0.0
1539,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_9,Parsed Request Count,3.0
1540,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_9,Request Count,3.0
1541,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_9,Request Success Ratio,1.0
1542,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_9,Aborted,0.0
1543,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_9,Success,0.0
1544,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_9,Lose,1.0
1545,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_9,Main Score,0.0
1546,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_9,Repetition-Guesser,0.0
1547,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_9,Repetition-Describer,0.0
1548,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_7,Violated Request Count,0.0
1549,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_7,Parsed Request Count,1.0
1550,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_7,Request Count,1.0
1551,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_7,Request Success Ratio,1.0
1552,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_7,Aborted,0.0
1553,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_7,Success,1.0
1554,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_7,Lose,0.0
1555,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_7,Main Score,100.0
1556,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_7,Repetition-Guesser,0.0
1557,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_7,Repetition-Describer,0.0
1558,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_17,Violated Request Count,0.0
1559,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_17,Parsed Request Count,3.0
1560,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_17,Request Count,3.0
1561,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_17,Request Success Ratio,1.0
1562,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_17,Aborted,0.0
1563,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_17,Success,0.0
1564,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_17,Lose,1.0
1565,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_17,Main Score,0.0
1566,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_17,Repetition-Guesser,0.0
1567,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_17,Repetition-Describer,0.0
1568,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_16,Violated Request Count,0.0
1569,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_16,Parsed Request Count,1.0
1570,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_16,Request Count,1.0
1571,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_16,Request Success Ratio,1.0
1572,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_16,Aborted,0.0
1573,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_16,Success,1.0
1574,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_16,Lose,0.0
1575,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_16,Main Score,100.0
1576,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_16,Repetition-Guesser,0.0
1577,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_16,Repetition-Describer,0.0
1578,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_15,Violated Request Count,0.0
1579,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_15,Parsed Request Count,3.0
1580,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_15,Request Count,3.0
1581,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_15,Request Success Ratio,1.0
1582,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_15,Aborted,0.0
1583,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_15,Success,1.0
1584,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_15,Lose,0.0
1585,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_15,Main Score,33.333333333333336
1586,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_15,Repetition-Guesser,0.0
1587,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_15,Repetition-Describer,0.0
1588,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_1,Violated Request Count,0.0
1589,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_1,Parsed Request Count,1.0
1590,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_1,Request Count,1.0
1591,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_1,Request Success Ratio,1.0
1592,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_1,Aborted,0.0
1593,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_1,Success,1.0
1594,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_1,Lose,0.0
1595,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_1,Main Score,100.0
1596,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_1,Repetition-Guesser,0.0
1597,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_1,Repetition-Describer,0.0
1598,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_6,Violated Request Count,0.0
1599,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_6,Parsed Request Count,1.0
1600,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_6,Request Count,1.0
1601,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_6,Request Success Ratio,1.0
1602,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_6,Aborted,0.0
1603,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_6,Success,1.0
1604,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_6,Lose,0.0
1605,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_6,Main Score,100.0
1606,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_6,Repetition-Guesser,0.0
1607,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_6,Repetition-Describer,0.0
1608,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_0,Violated Request Count,0.0
1609,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_0,Parsed Request Count,3.0
1610,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_0,Request Count,3.0
1611,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_0,Request Success Ratio,1.0
1612,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_0,Aborted,0.0
1613,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_0,Success,0.0
1614,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_0,Lose,1.0
1615,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_0,Main Score,0.0
1616,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_0,Repetition-Guesser,0.0
1617,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_0,Repetition-Describer,0.0
1618,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_13,Violated Request Count,0.0
1619,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_13,Parsed Request Count,1.0
1620,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_13,Request Count,1.0
1621,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_13,Request Success Ratio,1.0
1622,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_13,Aborted,0.0
1623,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_13,Success,1.0
1624,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_13,Lose,0.0
1625,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_13,Main Score,100.0
1626,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_13,Repetition-Guesser,0.0
1627,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,2_low_en,episode_13,Repetition-Describer,0.0
1628,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_4,Violated Request Count,0.0
1629,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_4,Parsed Request Count,2.0
1630,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_4,Request Count,2.0
1631,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_4,Request Success Ratio,1.0
1632,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_4,Aborted,0.0
1633,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_4,Success,1.0
1634,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_4,Lose,0.0
1635,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_4,Main Score,50.0
1636,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_4,Repetition-Guesser,0.0
1637,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_4,Repetition-Describer,0.0
1638,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_12,Violated Request Count,0.0
1639,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_12,Parsed Request Count,2.0
1640,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_12,Request Count,2.0
1641,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_12,Request Success Ratio,1.0
1642,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_12,Aborted,0.0
1643,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_12,Success,0.0
1644,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_12,Lose,1.0
1645,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_12,Main Score,0.0
1646,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_12,Repetition-Guesser,0.0
1647,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_12,Repetition-Describer,0.0
1648,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_10,Violated Request Count,0.0
1649,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_10,Parsed Request Count,2.0
1650,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_10,Request Count,2.0
1651,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_10,Request Success Ratio,1.0
1652,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_10,Aborted,0.0
1653,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_10,Success,1.0
1654,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_10,Lose,0.0
1655,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_10,Main Score,50.0
1656,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_10,Repetition-Guesser,0.0
1657,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_10,Repetition-Describer,0.0
1658,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_3,Violated Request Count,0.0
1659,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_3,Parsed Request Count,3.0
1660,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_3,Request Count,3.0
1661,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_3,Request Success Ratio,1.0
1662,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_3,Aborted,0.0
1663,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_3,Success,0.0
1664,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_3,Lose,1.0
1665,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_3,Main Score,0.0
1666,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_3,Repetition-Guesser,0.0
1667,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_3,Repetition-Describer,0.0
1668,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_8,Violated Request Count,0.0
1669,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_8,Parsed Request Count,2.0
1670,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_8,Request Count,2.0
1671,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_8,Request Success Ratio,1.0
1672,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_8,Aborted,0.0
1673,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_8,Success,1.0
1674,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_8,Lose,0.0
1675,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_8,Main Score,50.0
1676,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_8,Repetition-Guesser,0.0
1677,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_8,Repetition-Describer,0.0
1678,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_11,Violated Request Count,0.0
1679,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_11,Parsed Request Count,3.0
1680,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_11,Request Count,3.0
1681,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_11,Request Success Ratio,1.0
1682,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_11,Aborted,0.0
1683,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_11,Success,0.0
1684,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_11,Lose,1.0
1685,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_11,Main Score,0.0
1686,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_11,Repetition-Guesser,0.0
1687,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_11,Repetition-Describer,0.0
1688,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_14,Violated Request Count,0.0
1689,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_14,Parsed Request Count,1.0
1690,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_14,Request Count,1.0
1691,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_14,Request Success Ratio,1.0
1692,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_14,Aborted,0.0
1693,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_14,Success,1.0
1694,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_14,Lose,0.0
1695,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_14,Main Score,100.0
1696,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_14,Repetition-Guesser,0.0
1697,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_14,Repetition-Describer,0.0
1698,taboo,llama3.1-sft-e1-_E3_D30001_REV-t0.0--llama3.1-sft-e1-_E3_D30001_REV-t0.0,0_high_en,episode_2,Violated Request Count,0.0
