game,benchmark_version,game_id,model,experiment,episode,Aborted,Lose,Success,chat,target,player
taboo,v1.0,1,claude-v1.3-t0.0--claude-v1.3-t0.0,2_low_en,episode_1,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to describe a target word for another player to guess.\n\nRules:\n(a) You have to reply in the form: CLUE: <some text>. Guesses from the other player will start with GUESS.\n(b) You cannot use the target word itself, parts or morphological variants of it in your description.\n(c) In addition, the same rules apply for related words which are provided below.\n\nEnd conditions:\n(i) If you use the target word or a related word in your description, then you lose.\n(ii) If the other player can guess the target word in 3 tries, you both win.\n\nLet us start.\n\nThis is the target word that you need to describe and that the other player needs to guess:\n\ndude\n\nRelated words are:\n\n- fella\n- joe\n- jay\n\nImportant: You are under time pressure, give short descriptions that are to the point!'}, {'role': 'assistant', 'content': 'CLUE: Casual way to address a man.'}]",dude,player 1
taboo,v1.0,15,gpt-4-1106-preview-t0.0--gpt-4-1106-preview-t0.0,2_low_en,episode_15,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to guess a target word that another player describes to you.\n\nYou can make one guess at each trial. You win when you guess the target word. You lose when you cannot guess it in 3 tries.\n\nAfter each trial you will get a new hint from the other player which starts with CLUE.\n\nMake your guesses by just saying the word using the following form: GUESS: <a word>\n\nLet us start.\n\n\nCLUE: This is a nation known for its diverse landscapes and wildlife its native languages include French and English.'}, {'role': 'assistant', 'content': 'GUESS: Canada'}, {'role': 'user', 'content': 'CLUE: This place is in the central part of its continent and its famous for its football team and unique cultural heritage.'}, {'role': 'assistant', 'content': 'GUESS: Brazil'}, {'role': 'user', 'content': 'CLUE: This nation is bordered by Nigeria to the west and its flag features a star a stripe and the color green prominently.'}, {'role': 'assistant', 'content': 'GUESS: Cameroon'}]",cameroon,player 2
taboo,v1.0,9,gpt-4-0613-t0.0--gpt-4-0613-t0.0,0_high_en,episode_9,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to describe a target word for another player to guess.\n\nRules:\n(a) You have to reply in the form: CLUE: <some text>. Guesses from the other player will start with GUESS.\n(b) You cannot use the target word itself, parts or morphological variants of it in your description.\n(c) In addition, the same rules apply for related words which are provided below.\n\nEnd conditions:\n(i) If you use the target word or a related word in your description, then you lose.\n(ii) If the other player can guess the target word in 3 tries, you both win.\n\nLet us start.\n\nThis is the target word that you need to describe and that the other player needs to guess:\n\ncensus\n\nRelated words are:\n\n- count\n- tally\n- tale\n\nImportant: You are under time pressure, give short descriptions that are to the point!'}, {'role': 'assistant', 'content': 'CLUE: A government activity that happens every decade to gather data about the population.'}]",census,player 1
taboo,v1.0,18,gpt-4-0613-t0.0--gpt-4-0613-t0.0,2_low_en,episode_18,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to describe a target word for another player to guess.\n\nRules:\n(a) You have to reply in the form: CLUE: <some text>. Guesses from the other player will start with GUESS.\n(b) You cannot use the target word itself, parts or morphological variants of it in your description.\n(c) In addition, the same rules apply for related words which are provided below.\n\nEnd conditions:\n(i) If you use the target word or a related word in your description, then you lose.\n(ii) If the other player can guess the target word in 3 tries, you both win.\n\nLet us start.\n\nThis is the target word that you need to describe and that the other player needs to guess:\n\norbit\n\nRelated words are:\n\n- path\n- circle\n- trajectory\n\nImportant: You are under time pressure, give short descriptions that are to the point!'}, {'role': 'assistant', 'content': 'CLUE: Planets follow this around the sun.'}]",orbit,player 1
taboo,v1.0,3,gpt-4-0613-t0.0--gpt-4-0613-t0.0,2_low_en,episode_3,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to guess a target word that another player describes to you.\n\nYou can make one guess at each trial. You win when you guess the target word. You lose when you cannot guess it in 3 tries.\n\nAfter each trial you will get a new hint from the other player which starts with CLUE.\n\nMake your guesses by just saying the word using the following form: GUESS: <a word>\n\nLet us start.\n\n\nCLUE: To put something within a boundary or limit.'}, {'role': 'assistant', 'content': 'GUESS: Contain'}, {'role': 'user', 'content': 'CLUE: Its similar but it also implies a physical barrier or perimeter.'}, {'role': 'assistant', 'content': 'GUESS: Enclose'}]",enclose,player 2
taboo,v1.0,15,gpt-4-1106-preview-t0.0--gpt-4-1106-preview-t0.0,0_high_en,episode_15,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to describe a target word for another player to guess.\n\nRules:\n(a) You have to reply in the form: CLUE: <some text>. Guesses from the other player will start with GUESS.\n(b) You cannot use the target word itself, parts or morphological variants of it in your description.\n(c) In addition, the same rules apply for related words which are provided below.\n\nEnd conditions:\n(i) If you use the target word or a related word in your description, then you lose.\n(ii) If the other player can guess the target word in 3 tries, you both win.\n\nLet us start.\n\nThis is the target word that you need to describe and that the other player needs to guess:\n\nbreakfast\n\nRelated words are:\n\n- cookout\n- collation\n- luncheon\n\nImportant: You are under time pressure, give short descriptions that are to the point!'}, {'role': 'assistant', 'content': 'CLUE: The first meal of the day, usually eaten in the morning.'}]",breakfast,player 1
taboo,v1.0,12,gpt-4-1106-preview-t0.0--gpt-4-1106-preview-t0.0,2_low_en,episode_12,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to guess a target word that another player describes to you.\n\nYou can make one guess at each trial. You win when you guess the target word. You lose when you cannot guess it in 3 tries.\n\nAfter each trial you will get a new hint from the other player which starts with CLUE.\n\nMake your guesses by just saying the word using the following form: GUESS: <a word>\n\nLet us start.\n\n\nCLUE: A term often used to refer to someone from the United States especially during the Civil War by those from the South.'}, {'role': 'assistant', 'content': 'GUESS: Yankee'}]",yankee,player 2
taboo,v1.0,8,gpt-4-0613-t0.0--gpt-4-0613-t0.0,1_medium_en,episode_8,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to describe a target word for another player to guess.\n\nRules:\n(a) You have to reply in the form: CLUE: <some text>. Guesses from the other player will start with GUESS.\n(b) You cannot use the target word itself, parts or morphological variants of it in your description.\n(c) In addition, the same rules apply for related words which are provided below.\n\nEnd conditions:\n(i) If you use the target word or a related word in your description, then you lose.\n(ii) If the other player can guess the target word in 3 tries, you both win.\n\nLet us start.\n\nThis is the target word that you need to describe and that the other player needs to guess:\n\nbend\n\nRelated words are:\n\n- pervert\n- give\n- misrelate\n\nImportant: You are under time pressure, give short descriptions that are to the point!'}, {'role': 'assistant', 'content': ""CLUE: It's an action you do with your elbow or knee.""}]",bend,player 1
taboo,v0.9,16,claude-v1.3-t0.0--claude-v1.3-t0.0,0_high_en,episode_16,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to describe a target word for another player to guess.\n\nRules:\n(a) You have to reply in the form: CLUE: <some text>. Guesses from the other player will start with GUESS.\n(b) You cannot use the target word itself, parts or morphological variants of it in your description.\n(c) In addition, the same rules apply for related words which are provided below.\n\nEnd conditions:\n(i) If you use the target word or a related word in your description, then you lose.\n(ii) If the other player can guess the target word in 3 tries, you both win.\n\nLet us start.\n\nThis is the target word that you need to describe and that the other player needs to guess:\n\nminnesota\n\nRelated words are:\n\n- river\n- state\n- saint paul\n\nImportant: You are under time pressure, give short descriptions that are to the point!'}, {'role': 'assistant', 'content': 'CLUE: North central US location.'}, {'role': 'user', 'content': 'GUESS: kansas'}, {'role': 'assistant', 'content': 'CLUE: Land of 10,000 lakes'}]",minnesota,player 1
taboo,v1.0,7,gpt-4-0613-t0.0--gpt-4-0613-t0.0,2_low_en,episode_7,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to describe a target word for another player to guess.\n\nRules:\n(a) You have to reply in the form: CLUE: <some text>. Guesses from the other player will start with GUESS.\n(b) You cannot use the target word itself, parts or morphological variants of it in your description.\n(c) In addition, the same rules apply for related words which are provided below.\n\nEnd conditions:\n(i) If you use the target word or a related word in your description, then you lose.\n(ii) If the other player can guess the target word in 3 tries, you both win.\n\nLet us start.\n\nThis is the target word that you need to describe and that the other player needs to guess:\n\nenclose\n\nRelated words are:\n\n- closet\n- lap\n- encompass\n\nImportant: You are under time pressure, give short descriptions that are to the point!'}, {'role': 'assistant', 'content': 'CLUE: To surround or contain something completely.'}]",enclose,player 1
taboo,v1.0,8,gpt-4-0613-t0.0--gpt-4-0613-t0.0,1_medium_en,episode_8,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to guess a target word that another player describes to you.\n\nYou can make one guess at each trial. You win when you guess the target word. You lose when you cannot guess it in 3 tries.\n\nAfter each trial you will get a new hint from the other player which starts with CLUE.\n\nMake your guesses by just saying the word using the following form: GUESS: <a word>\n\nLet us start.\n\n\nCLUE: Its an action you do with your elbow or knee.'}, {'role': 'assistant', 'content': 'GUESS: Bend'}]",bend,player 2
taboo,v1.0,13,claude-v1.3-t0.0--claude-v1.3-t0.0,1_medium_en,episode_13,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to guess a target word that another player describes to you.\n\nYou can make one guess at each trial. You win when you guess the target word. You lose when you cannot guess it in 3 tries.\n\nAfter each trial you will get a new hint from the other player which starts with CLUE.\n\nMake your guesses by just saying the word using the following form: GUESS: <a word>\n\nLet us start.\n\n\nCLUE: The scientific study of living things.'}, {'role': 'assistant', 'content': 'GUESS: Biology'}]",biology,player 2
taboo,v1.0,13,gpt-4-0613-t0.0--gpt-4-0613-t0.0,1_medium_en,episode_13,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to guess a target word that another player describes to you.\n\nYou can make one guess at each trial. You win when you guess the target word. You lose when you cannot guess it in 3 tries.\n\nAfter each trial you will get a new hint from the other player which starts with CLUE.\n\nMake your guesses by just saying the word using the following form: GUESS: <a word>\n\nLet us start.\n\n\nCLUE: Its a science that studies animals and their environment.'}, {'role': 'assistant', 'content': 'GUESS: Zoology'}, {'role': 'user', 'content': 'CLUE: Its a broader field that also includes the study of cells and genetics.'}, {'role': 'assistant', 'content': 'GUESS: Biology'}]",biology,player 2
taboo,v1.0,1,gpt-4-0613-t0.0--gpt-4-0613-t0.0,2_low_en,episode_1,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to describe a target word for another player to guess.\n\nRules:\n(a) You have to reply in the form: CLUE: <some text>. Guesses from the other player will start with GUESS.\n(b) You cannot use the target word itself, parts or morphological variants of it in your description.\n(c) In addition, the same rules apply for related words which are provided below.\n\nEnd conditions:\n(i) If you use the target word or a related word in your description, then you lose.\n(ii) If the other player can guess the target word in 3 tries, you both win.\n\nLet us start.\n\nThis is the target word that you need to describe and that the other player needs to guess:\n\ndude\n\nRelated words are:\n\n- fella\n- joe\n- jay\n\nImportant: You are under time pressure, give short descriptions that are to the point!'}, {'role': 'assistant', 'content': 'CLUE: A casual term often used to refer to a male friend or acquaintance.'}, {'role': 'user', 'content': 'GUESS: buddy.'}, {'role': 'assistant', 'content': 'CLUE: Close, but think more of a term often used in American slang.'}]",dude,player 1
taboo,v1.0,6,gpt-4-0613-t0.0--gpt-4-0613-t0.0,2_low_en,episode_6,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to describe a target word for another player to guess.\n\nRules:\n(a) You have to reply in the form: CLUE: <some text>. Guesses from the other player will start with GUESS.\n(b) You cannot use the target word itself, parts or morphological variants of it in your description.\n(c) In addition, the same rules apply for related words which are provided below.\n\nEnd conditions:\n(i) If you use the target word or a related word in your description, then you lose.\n(ii) If the other player can guess the target word in 3 tries, you both win.\n\nLet us start.\n\nThis is the target word that you need to describe and that the other player needs to guess:\n\nliberia\n\nRelated words are:\n\n- country\n- monrovia\n- africa\n\nImportant: You are under time pressure, give short descriptions that are to the point!'}, {'role': 'assistant', 'content': ""CLUE: It's a place known for its flag similar to the United States and it was founded by freed slaves.""}]",liberia,player 1
taboo,v0.9,17,claude-v1.3-t0.0--claude-v1.3-t0.0,1_medium_en,episode_17,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to guess a target word that another player describes to you.\n\nYou can make one guess at each trial. You win when you guess the target word. You lose when you cannot guess it in 3 tries.\n\nAfter each trial you will get a new hint from the other player which starts with CLUE.\n\nMake your guesses by just saying the word using the following form: GUESS: <a word>\n\nLet us start.\n\n\nCLUE: Loud piercing sound'}, {'role': 'assistant', 'content': 'GUESS: Scream'}]",scream,player 2
taboo,v1.0,4,gpt-4-1106-preview-t0.0--gpt-4-1106-preview-t0.0,0_high_en,episode_4,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to guess a target word that another player describes to you.\n\nYou can make one guess at each trial. You win when you guess the target word. You lose when you cannot guess it in 3 tries.\n\nAfter each trial you will get a new hint from the other player which starts with CLUE.\n\nMake your guesses by just saying the word using the following form: GUESS: <a word>\n\nLet us start.\n\n\nCLUE: More than a couple but not countless.'}, {'role': 'assistant', 'content': 'GUESS: Several'}]",several,player 2
taboo,v1.0,6,gpt-4-1106-preview-t0.0--gpt-4-1106-preview-t0.0,1_medium_en,episode_6,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to guess a target word that another player describes to you.\n\nYou can make one guess at each trial. You win when you guess the target word. You lose when you cannot guess it in 3 tries.\n\nAfter each trial you will get a new hint from the other player which starts with CLUE.\n\nMake your guesses by just saying the word using the following form: GUESS: <a word>\n\nLet us start.\n\n\nCLUE: A male bovine often associated with strength and stock markets.'}, {'role': 'assistant', 'content': 'GUESS: Bull'}]",bull,player 2
taboo,v0.9,15,claude-v1.3-t0.0--claude-v1.3-t0.0,1_medium_en,episode_15,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to describe a target word for another player to guess.\n\nRules:\n(a) You have to reply in the form: CLUE: <some text>. Guesses from the other player will start with GUESS.\n(b) You cannot use the target word itself, parts or morphological variants of it in your description.\n(c) In addition, the same rules apply for related words which are provided below.\n\nEnd conditions:\n(i) If you use the target word or a related word in your description, then you lose.\n(ii) If the other player can guess the target word in 3 tries, you both win.\n\nLet us start.\n\nThis is the target word that you need to describe and that the other player needs to guess:\n\nscholarship\n\nRelated words are:\n\n- erudition\n- education\n- knowledge\n\nImportant: You are under time pressure, give short descriptions that are to the point!'}, {'role': 'assistant', 'content': 'CLUE: Financial aid for students.'}]",scholarship,player 1
taboo,v0.9,1,claude-v1.3-t0.0--claude-v1.3-t0.0,2_low_en,episode_1,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to describe a target word for another player to guess.\n\nRules:\n(a) You have to reply in the form: CLUE: <some text>. Guesses from the other player will start with GUESS.\n(b) You cannot use the target word itself, parts or morphological variants of it in your description.\n(c) In addition, the same rules apply for related words which are provided below.\n\nEnd conditions:\n(i) If you use the target word or a related word in your description, then you lose.\n(ii) If the other player can guess the target word in 3 tries, you both win.\n\nLet us start.\n\nThis is the target word that you need to describe and that the other player needs to guess:\n\ndude\n\nRelated words are:\n\n- fella\n- joe\n- jay\n\nImportant: You are under time pressure, give short descriptions that are to the point!'}, {'role': 'assistant', 'content': 'CLUE: Casual way to address a man.'}]",dude,player 1
taboo,v1.0,8,gpt-4-1106-preview-t0.0--gpt-4-1106-preview-t0.0,2_low_en,episode_8,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to guess a target word that another player describes to you.\n\nYou can make one guess at each trial. You win when you guess the target word. You lose when you cannot guess it in 3 tries.\n\nAfter each trial you will get a new hint from the other player which starts with CLUE.\n\nMake your guesses by just saying the word using the following form: GUESS: <a word>\n\nLet us start.\n\n\nCLUE: An organization that is dedicated to furthering a particular social cause or advocating for a shared point of interest and does not distribute its surplus funds to owners or shareholders but instead uses them to help pursue its goals.'}, {'role': 'assistant', 'content': 'GUESS: Nonprofit'}]",nonprofit,player 2
taboo,v1.0,10,gpt-4-0613-t0.0--gpt-4-0613-t0.0,1_medium_en,episode_10,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to guess a target word that another player describes to you.\n\nYou can make one guess at each trial. You win when you guess the target word. You lose when you cannot guess it in 3 tries.\n\nAfter each trial you will get a new hint from the other player which starts with CLUE.\n\nMake your guesses by just saying the word using the following form: GUESS: <a word>\n\nLet us start.\n\n\nCLUE: The bottom part of your shoe.'}, {'role': 'assistant', 'content': 'GUESS: Sole'}]",sole,player 2
taboo,v0.9,7,claude-v1.3-t0.0--claude-v1.3-t0.0,2_low_en,episode_7,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to guess a target word that another player describes to you.\n\nYou can make one guess at each trial. You win when you guess the target word. You lose when you cannot guess it in 3 tries.\n\nAfter each trial you will get a new hint from the other player which starts with CLUE.\n\nMake your guesses by just saying the word using the following form: GUESS: <a word>\n\nLet us start.\n\n\nCLUE: Surround on all sides'}, {'role': 'assistant', 'content': 'GUESS: Encircle'}, {'role': 'user', 'content': 'CLUE: Not quite think fence or barrier'}, {'role': 'assistant', 'content': 'GUESS: enclose'}]",enclose,player 2
taboo,v1.0,19,gpt-4-0613-t0.0--gpt-4-0613-t0.0,0_high_en,episode_19,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to guess a target word that another player describes to you.\n\nYou can make one guess at each trial. You win when you guess the target word. You lose when you cannot guess it in 3 tries.\n\nAfter each trial you will get a new hint from the other player which starts with CLUE.\n\nMake your guesses by just saying the word using the following form: GUESS: <a word>\n\nLet us start.\n\n\nCLUE: Its a symbol or indication often used in grading or scoring.'}, {'role': 'assistant', 'content': 'GUESS: Mark'}]",mark,player 2
taboo,v1.0,9,gpt-4-1106-preview-t0.0--gpt-4-1106-preview-t0.0,0_high_en,episode_9,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to guess a target word that another player describes to you.\n\nYou can make one guess at each trial. You win when you guess the target word. You lose when you cannot guess it in 3 tries.\n\nAfter each trial you will get a new hint from the other player which starts with CLUE.\n\nMake your guesses by just saying the word using the following form: GUESS: <a word>\n\nLet us start.\n\n\nCLUE: A governmentconducted survey that records the population and various demographic information.'}, {'role': 'assistant', 'content': 'GUESS: Census'}]",census,player 2
taboo,v1.0,6,gpt-4-0613-t0.0--gpt-4-0613-t0.0,2_low_en,episode_6,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to guess a target word that another player describes to you.\n\nYou can make one guess at each trial. You win when you guess the target word. You lose when you cannot guess it in 3 tries.\n\nAfter each trial you will get a new hint from the other player which starts with CLUE.\n\nMake your guesses by just saying the word using the following form: GUESS: <a word>\n\nLet us start.\n\n\nCLUE: Its a place known for its flag similar to the United States and it was founded by freed slaves.'}, {'role': 'assistant', 'content': 'GUESS: Liberia'}]",liberia,player 2
taboo,v1.0,7,gpt-4-1106-preview-t0.0--gpt-4-1106-preview-t0.0,2_low_en,episode_7,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to describe a target word for another player to guess.\n\nRules:\n(a) You have to reply in the form: CLUE: <some text>. Guesses from the other player will start with GUESS.\n(b) You cannot use the target word itself, parts or morphological variants of it in your description.\n(c) In addition, the same rules apply for related words which are provided below.\n\nEnd conditions:\n(i) If you use the target word or a related word in your description, then you lose.\n(ii) If the other player can guess the target word in 3 tries, you both win.\n\nLet us start.\n\nThis is the target word that you need to describe and that the other player needs to guess:\n\nenclose\n\nRelated words are:\n\n- closet\n- lap\n- encompass\n\nImportant: You are under time pressure, give short descriptions that are to the point!'}, {'role': 'assistant', 'content': 'CLUE: To surround something completely, often with a barrier or fence.'}]",enclose,player 1
taboo,v1.0,19,gpt-4-1106-preview-t0.0--gpt-4-1106-preview-t0.0,0_high_en,episode_19,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to describe a target word for another player to guess.\n\nRules:\n(a) You have to reply in the form: CLUE: <some text>. Guesses from the other player will start with GUESS.\n(b) You cannot use the target word itself, parts or morphological variants of it in your description.\n(c) In addition, the same rules apply for related words which are provided below.\n\nEnd conditions:\n(i) If you use the target word or a related word in your description, then you lose.\n(ii) If the other player can guess the target word in 3 tries, you both win.\n\nLet us start.\n\nThis is the target word that you need to describe and that the other player needs to guess:\n\nmark\n\nRelated words are:\n\n- label\n- tag\n- stamp\n\nImportant: You are under time pressure, give short descriptions that are to the point!'}, {'role': 'assistant', 'content': 'CLUE: A visible impression or symbol made on a surface to signify ownership or quality.'}, {'role': 'user', 'content': 'GUESS: stamp.'}, {'role': 'assistant', 'content': ""CLUE: It's a general term for a symbol or sign used to indicate a grade or to identify something, often made with a pen or pencil.""}]",mark,player 1
taboo,v1.0,16,claude-v1.3-t0.0--claude-v1.3-t0.0,1_medium_en,episode_16,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to guess a target word that another player describes to you.\n\nYou can make one guess at each trial. You win when you guess the target word. You lose when you cannot guess it in 3 tries.\n\nAfter each trial you will get a new hint from the other player which starts with CLUE.\n\nMake your guesses by just saying the word using the following form: GUESS: <a word>\n\nLet us start.\n\n\nCLUE: Move vigorously from side to side.'}, {'role': 'assistant', 'content': 'GUESS: Shake'}]",shake,player 2
taboo,v1.0,5,gpt-4-1106-preview-t0.0--gpt-4-1106-preview-t0.0,0_high_en,episode_5,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to describe a target word for another player to guess.\n\nRules:\n(a) You have to reply in the form: CLUE: <some text>. Guesses from the other player will start with GUESS.\n(b) You cannot use the target word itself, parts or morphological variants of it in your description.\n(c) In addition, the same rules apply for related words which are provided below.\n\nEnd conditions:\n(i) If you use the target word or a related word in your description, then you lose.\n(ii) If the other player can guess the target word in 3 tries, you both win.\n\nLet us start.\n\nThis is the target word that you need to describe and that the other player needs to guess:\n\nagenda\n\nRelated words are:\n\n- schedule\n- calendar\n- docket\n\nImportant: You are under time pressure, give short descriptions that are to the point!'}, {'role': 'assistant', 'content': 'CLUE: A list of topics or activities to be discussed or acted upon during a meeting.'}]",agenda,player 1
taboo,v1.0,6,claude-v1.3-t0.0--claude-v1.3-t0.0,0_high_en,episode_6,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to guess a target word that another player describes to you.\n\nYou can make one guess at each trial. You win when you guess the target word. You lose when you cannot guess it in 3 tries.\n\nAfter each trial you will get a new hint from the other player which starts with CLUE.\n\nMake your guesses by just saying the word using the following form: GUESS: <a word>\n\nLet us start.\n\n\nCLUE: Whats yet to come.'}, {'role': 'assistant', 'content': 'GUESS: future'}]",future,player 2
taboo,v1.0,12,gpt-4-0613-t0.0--gpt-4-0613-t0.0,2_low_en,episode_12,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to guess a target word that another player describes to you.\n\nYou can make one guess at each trial. You win when you guess the target word. You lose when you cannot guess it in 3 tries.\n\nAfter each trial you will get a new hint from the other player which starts with CLUE.\n\nMake your guesses by just saying the word using the following form: GUESS: <a word>\n\nLet us start.\n\n\nCLUE: A term often used to refer to someone from the United States.'}, {'role': 'assistant', 'content': 'GUESS: American'}, {'role': 'user', 'content': 'CLUE: Yes but its a more colloquial term often used by people from other countries.'}, {'role': 'assistant', 'content': 'GUESS: Yankee'}]",yankee,player 2
taboo,v1.0,4,claude-v1.3-t0.0--claude-v1.3-t0.0,0_high_en,episode_4,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to guess a target word that another player describes to you.\n\nYou can make one guess at each trial. You win when you guess the target word. You lose when you cannot guess it in 3 tries.\n\nAfter each trial you will get a new hint from the other player which starts with CLUE.\n\nMake your guesses by just saying the word using the following form: GUESS: <a word>\n\nLet us start.\n\n\nCLUE: More than a few.'}, {'role': 'assistant', 'content': 'GUESS: Several'}]",several,player 2
taboo,v1.0,7,claude-v1.3-t0.0--claude-v1.3-t0.0,2_low_en,episode_7,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to guess a target word that another player describes to you.\n\nYou can make one guess at each trial. You win when you guess the target word. You lose when you cannot guess it in 3 tries.\n\nAfter each trial you will get a new hint from the other player which starts with CLUE.\n\nMake your guesses by just saying the word using the following form: GUESS: <a word>\n\nLet us start.\n\n\nCLUE: Surround on all sides.'}, {'role': 'assistant', 'content': 'GUESS: Encircle'}, {'role': 'user', 'content': 'CLUE: Close in.'}, {'role': 'assistant', 'content': 'GUESS: enclose'}]",enclose,player 2
taboo,v1.0,15,gpt-4-0613-t0.0--gpt-4-0613-t0.0,0_high_en,episode_15,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to describe a target word for another player to guess.\n\nRules:\n(a) You have to reply in the form: CLUE: <some text>. Guesses from the other player will start with GUESS.\n(b) You cannot use the target word itself, parts or morphological variants of it in your description.\n(c) In addition, the same rules apply for related words which are provided below.\n\nEnd conditions:\n(i) If you use the target word or a related word in your description, then you lose.\n(ii) If the other player can guess the target word in 3 tries, you both win.\n\nLet us start.\n\nThis is the target word that you need to describe and that the other player needs to guess:\n\nbreakfast\n\nRelated words are:\n\n- cookout\n- collation\n- luncheon\n\nImportant: You are under time pressure, give short descriptions that are to the point!'}, {'role': 'assistant', 'content': 'CLUE: The first meal of the day.'}]",breakfast,player 1
taboo,v1.0,11,gpt-4-0613-t0.0--gpt-4-0613-t0.0,1_medium_en,episode_11,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to describe a target word for another player to guess.\n\nRules:\n(a) You have to reply in the form: CLUE: <some text>. Guesses from the other player will start with GUESS.\n(b) You cannot use the target word itself, parts or morphological variants of it in your description.\n(c) In addition, the same rules apply for related words which are provided below.\n\nEnd conditions:\n(i) If you use the target word or a related word in your description, then you lose.\n(ii) If the other player can guess the target word in 3 tries, you both win.\n\nLet us start.\n\nThis is the target word that you need to describe and that the other player needs to guess:\n\nclause\n\nRelated words are:\n\n- group\n- words\n- sentence\n\nImportant: You are under time pressure, give short descriptions that are to the point!'}, {'role': 'assistant', 'content': 'CLUE: A part of a contract or legal document.'}]",clause,player 1
taboo,v1.0,17,claude-v1.3-t0.0--claude-v1.3-t0.0,1_medium_en,episode_17,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to describe a target word for another player to guess.\n\nRules:\n(a) You have to reply in the form: CLUE: <some text>. Guesses from the other player will start with GUESS.\n(b) You cannot use the target word itself, parts or morphological variants of it in your description.\n(c) In addition, the same rules apply for related words which are provided below.\n\nEnd conditions:\n(i) If you use the target word or a related word in your description, then you lose.\n(ii) If the other player can guess the target word in 3 tries, you both win.\n\nLet us start.\n\nThis is the target word that you need to describe and that the other player needs to guess:\n\nscream\n\nRelated words are:\n\n- whinge\n- grumble\n- cackle\n\nImportant: You are under time pressure, give short descriptions that are to the point!'}, {'role': 'assistant', 'content': 'CLUE: Loud, piercing sound.'}]",scream,player 1
